UUID: f08c55e0-31af-4d4f-abce-20a7e807dae6
NEW CROP, APPLE, amount: 853kg, in week: 22
PRODUCT HAS BEEN PURCHASED, APPLE, amount: 10kg, shop price: 63.0 in week:9 by customer dfac7b63-7c61-4302-81d3-65084425194f
PRODUCT HAS BEEN PURCHASED, APPLE, amount: 12kg, shop price: 63.0 in week:9 by customer b3fc585b-d1ab-450c-8615-7a45cc98981d
PRODUCT HAS BEEN PURCHASED, APPLE, amount: 10kg, shop price: 63.0 in week:9 by customer c2a3aa33-50da-4021-99a5-8af57b888bce
PRODUCT HAS BEEN PURCHASED, APPLE, amount: 10kg, shop price: 63.0 in week:9 by customer 5bb93c71-72cb-4627-9936-527012f6100f
PRODUCT HAS BEEN PURCHASED, APPLE, amount: 10kg, shop price: 63.0 in week:9 by customer bad2d321-6d22-47db-bb23-0d183810adaa
PRODUCT HAS BEEN PURCHASED, APPLE, amount: 10kg, shop price: 63.0 in week:9 by customer 689d78ac-5b1b-4c52-a685-c0b90e64c996
PRODUCT HAS BEEN PURCHASED, APPLE, amount: 10kg, shop price: 63.0 in week:10 by customer b862378b-4dda-4b25-8289-0cde582c3099
PRODUCT HAS BEEN PURCHASED, APPLE, amount: 10kg, shop price: 63.0 in week:10 by customer 924b4385-d34d-4643-9297-9ba437fd4c02
PRODUCT HAS BEEN PURCHASED, APPLE, amount: 14kg, shop price: 63.0 in week:10 by customer 0e9a2add-46d8-4203-8870-63ce7f2c58ff
PRODUCT HAS BEEN PURCHASED, APPLE, amount: 10kg, shop price: 63.0 in week:10 by customer 6db4bd33-466c-49ae-82c9-405274dd6cc3
PRODUCT HAS BEEN PURCHASED, APPLE, amount: 10kg, shop price: 63.0 in week:10 by customer 8276cbfb-3f19-4d6a-9509-1ec15e227268
PRODUCT HAS BEEN PURCHASED, APPLE, amount: 13kg, shop price: 63.0 in week:10 by customer 12dba37b-b0eb-4aad-a6ee-5114a3309355
PRODUCT HAS BEEN PURCHASED, APPLE, amount: 10kg, shop price: 63.0 in week:10 by customer 2c084fc4-4f91-4aaf-a6bc-aef2e4cb1fd1
PRODUCT HAS BEEN PURCHASED, APPLE, amount: 6kg, shop price: 63.0 in week:10 by customer 7eed6a86-efa4-4aba-b9e0-d9d97d5750b3
PRODUCT HAS BEEN PURCHASED, APPLE, amount: 8kg, shop price: 63.0 in week:10 by customer c7b01892-498d-4e1a-ae0a-46636b698a0b
PRODUCT HAS BEEN PURCHASED, APPLE, amount: 10kg, shop price: 63.0 in week:10 by customer 22c9fb50-6b1e-471a-8440-86a617c8a721
PRODUCT HAS BEEN PURCHASED, APPLE, amount: 11kg, shop price: 63.0 in week:10 by customer 662cc495-9000-48a7-a42f-2c590c3bd2ff
PRODUCT HAS BEEN PURCHASED, APPLE, amount: 10kg, shop price: 63.0 in week:10 by customer 3ecd773f-94c3-47b8-b011-d3bd9eccb644
PRODUCT HAS BEEN PURCHASED, APPLE, amount: 13kg, shop price: 63.0 in week:10 by customer 96d6a970-8d39-4cf3-975b-481e3c8eae3b
PRODUCT HAS BEEN PURCHASED, APPLE, amount: 10kg, shop price: 63.0 in week:10 by customer 8a541e68-1e63-408c-be4a-f090242ab6cb
PRODUCT HAS BEEN PURCHASED, APPLE, amount: 10kg, shop price: 63.0 in week:10 by customer aa1319da-5693-44f4-bb10-430321d1dacd
PRODUCT HAS BEEN PURCHASED, APPLE, amount: 10kg, shop price: 63.0 in week:10 by customer 23313423-cbeb-4810-9888-9109a901174f
PRODUCT HAS BEEN PURCHASED, APPLE, amount: 10kg, shop price: 63.0 in week:10 by customer 25e4a9b7-2890-49a5-b07b-e18ba01a81e7
PRODUCT HAS BEEN PURCHASED, APPLE, amount: 10kg, shop price: 63.0 in week:10 by customer 1ee2232e-4637-478e-a24c-77f99c765148
PRODUCT HAS BEEN PURCHASED, APPLE, amount: 10kg, shop price: 63.0 in week:10 by customer 9033c223-e647-488b-97b8-f2ef20f64903
PRODUCT HAS BEEN PURCHASED, APPLE, amount: 13kg, shop price: 63.0 in week:10 by customer 18b5bf75-c401-4b17-965c-d87392397a98
PRODUCT HAS BEEN PURCHASED, APPLE, amount: 10kg, shop price: 63.0 in week:10 by customer 19db41ce-7c3b-44f7-908e-f7997caf1e3c
PRODUCT HAS BEEN PURCHASED, APPLE, amount: 10kg, shop price: 63.0 in week:10 by customer dfac7b63-7c61-4302-81d3-65084425194f
PRODUCT HAS BEEN PURCHASED, APPLE, amount: 10kg, shop price: 63.0 in week:10 by customer 5d29ca95-8759-404b-a56d-8455bf084096
PRODUCT HAS BEEN PURCHASED, APPLE, amount: 10kg, shop price: 63.0 in week:10 by customer 4fbd7832-4bad-48d1-96e6-c5579c4b78a7
PRODUCT HAS BEEN PURCHASED, APPLE, amount: 10kg, shop price: 63.0 in week:10 by customer 7be7c255-b4cc-4ec9-bdcf-ce46eb86bc61
PRODUCT HAS BEEN PURCHASED, APPLE, amount: 10kg, shop price: 63.0 in week:10 by customer 23c24706-dc60-45f2-8598-809043cec79d
PRODUCT HAS BEEN PURCHASED, APPLE, amount: 10kg, shop price: 63.0 in week:10 by customer 5bb93c71-72cb-4627-9936-527012f6100f
PRODUCT HAS BEEN PURCHASED, APPLE, amount: 10kg, shop price: 63.0 in week:10 by customer 3cfc15eb-76db-4a32-bed6-ca9ebf0c2d02


UUID: bfdd6edf-0e91-4cd8-97af-aa85d4265e70
NEW CROP, HOP, amount: 528kg, in week: 3


UUID: d042b20d-a885-43c1-b8e9-851eb75d8396
NEW CROP, PEAR, amount: 705kg, in week: 15
CROP HAS BEEN HARVESTED IN WEEK: 24 by 1a6111ef-fb73-4928-bb4b-404e31c01ef4
CROPT HAS BEEN SHIPPED, PEAR, amount: 705kg, in week:25
NEW PRODUCT, PEARcompote, amount: 599kg, shop price: 109.69 in week:25 by552d2f59-9890-48e8-bbae-07b56d4f926f
PRODUCT HAS BEEN SHIPPED, PEARcompote, shop price: 109.69 in week:26
PRODUCT HAS BEEN PURCHASED, PEARcompote, amount: 13kg, shop price: 109.69 in week:26 by customer badcc8d5-3fb3-43c3-b658-beb8dea5a912
PRODUCT HAS BEEN PURCHASED, PEARcompote, amount: 10kg, shop price: 109.69 in week:26 by customer 51f1e967-36db-4b75-a6e9-fb1fb517f30c
PRODUCT HAS BEEN PURCHASED, PEARcompote, amount: 10kg, shop price: 109.69 in week:26 by customer 36ec8571-34be-4d6c-97ef-1e52fd0d0999
PRODUCT HAS BEEN PURCHASED, PEARcompote, amount: 8kg, shop price: 109.69 in week:27 by customer 7dfafab9-eeba-4dca-bf4c-d29d55b2f7ac
PRODUCT HAS BEEN PURCHASED, PEARcompote, amount: 10kg, shop price: 109.69 in week:28 by customer 51f1e967-36db-4b75-a6e9-fb1fb517f30c
PRODUCT HAS BEEN PURCHASED, PEARcompote, amount: 6kg, shop price: 109.69 in week:29 by customer badcc8d5-3fb3-43c3-b658-beb8dea5a912
PRODUCT HAS BEEN PURCHASED, PEARcompote, amount: 10kg, shop price: 109.69 in week:30 by customer 51f1e967-36db-4b75-a6e9-fb1fb517f30c


UUID: 51388b62-1559-42e1-9acc-692b72a18c9d
NEW CROP, SALAD, amount: 380kg, in week: 24


UUID: 7ecf274f-2dba-4657-a270-79278174bc70
NEW CROP, LENTIL, amount: 722kg, in week: 14
CROP HAS BEEN HARVESTED IN WEEK: 23 by bb788b93-b043-416b-88c0-8fc015dc3e31
CROPT HAS BEEN SHIPPED, LENTIL, amount: 722kg, in week:24
NEW PRODUCT, Can of LENTIL, amount: 577kg, shop price: 7.0 in week:24 by552d2f59-9890-48e8-bbae-07b56d4f926f
PRODUCT HAS BEEN SHIPPED, Can of LENTIL, shop price: 7.0 in week:25
PRODUCT HAS BEEN PURCHASED, Can of LENTIL, amount: 6kg, shop price: 7.0 in week:25 by customer badcc8d5-3fb3-43c3-b658-beb8dea5a912
PRODUCT HAS BEEN PURCHASED, Can of LENTIL, amount: 8kg, shop price: 7.0 in week:25 by customer 7dfafab9-eeba-4dca-bf4c-d29d55b2f7ac
PRODUCT HAS BEEN PURCHASED, Can of LENTIL, amount: 5kg, shop price: 7.0 in week:27 by customer 51f1e967-36db-4b75-a6e9-fb1fb517f30c
PRODUCT HAS BEEN PURCHASED, Can of LENTIL, amount: 10kg, shop price: 7.0 in week:27 by customer 36ec8571-34be-4d6c-97ef-1e52fd0d0999
PRODUCT HAS BEEN PURCHASED, Can of LENTIL, amount: 12kg, shop price: 7.0 in week:28 by customer badcc8d5-3fb3-43c3-b658-beb8dea5a912
PRODUCT HAS BEEN PURCHASED, Can of LENTIL, amount: 12kg, shop price: 7.0 in week:28 by customer 7dfafab9-eeba-4dca-bf4c-d29d55b2f7ac
PRODUCT HAS BEEN PURCHASED, Can of LENTIL, amount: 10kg, shop price: 7.0 in week:28 by customer 36ec8571-34be-4d6c-97ef-1e52fd0d0999
PRODUCT HAS BEEN PURCHASED, Can of LENTIL, amount: 7kg, shop price: 7.0 in week:29 by customer 51f1e967-36db-4b75-a6e9-fb1fb517f30c
PRODUCT HAS BEEN PURCHASED, Can of LENTIL, amount: 10kg, shop price: 7.0 in week:29 by customer 36ec8571-34be-4d6c-97ef-1e52fd0d0999
PRODUCT HAS BEEN PURCHASED, Can of LENTIL, amount: 13kg, shop price: 7.0 in week:30 by customer badcc8d5-3fb3-43c3-b658-beb8dea5a912
PRODUCT HAS BEEN PURCHASED, Can of LENTIL, amount: 10kg, shop price: 7.0 in week:30 by customer 36ec8571-34be-4d6c-97ef-1e52fd0d0999
THE REST OF PRODUCT WAS SPOILED, in week:30


UUID: cf46ede1-43e4-402d-a689-6ffb80a400f8
NEW CROP, PEAR, amount: 120kg, in week: 11
CROP HAS BEEN HARVESTED IN WEEK: 11 by ac950e3d-7a33-424b-877c-d982854da92e
CROPT HAS BEEN SHIPPED, PEAR, amount: 120kg, in week:12
NEW PRODUCT, PEARjam, amount: 102kg, shop price: 119.69 in week:12 by7e13ae06-9ac1-426f-bc58-1726e61d33e5
PRODUCT HAS BEEN SHIPPED, PEARjam, shop price: 119.69 in week:13
PRODUCT HAS BEEN PURCHASED, PEARjam, amount: 5kg, shop price: 119.69 in week:13 by customer badcc8d5-3fb3-43c3-b658-beb8dea5a912
PRODUCT HAS BEEN PURCHASED, PEARjam, amount: 15kg, shop price: 119.69 in week:14 by customer 7dfafab9-eeba-4dca-bf4c-d29d55b2f7ac
PRODUCT HAS BEEN PURCHASED, PEARjam, amount: 10kg, shop price: 119.69 in week:15 by customer badcc8d5-3fb3-43c3-b658-beb8dea5a912
PRODUCT HAS BEEN PURCHASED, PEARjam, amount: 5kg, shop price: 119.69 in week:15 by customer 61016f7e-f5fd-477d-b2f4-e220c26fc03c
PRODUCT HAS BEEN PURCHASED, PEARjam, amount: 8kg, shop price: 119.69 in week:15 by customer 51f1e967-36db-4b75-a6e9-fb1fb517f30c
PRODUCT HAS BEEN PURCHASED, PEARjam, amount: 9kg, shop price: 119.69 in week:16 by customer badcc8d5-3fb3-43c3-b658-beb8dea5a912
PRODUCT HAS BEEN PURCHASED, PEARjam, amount: 10kg, shop price: 119.69 in week:16 by customer 36ec8571-34be-4d6c-97ef-1e52fd0d0999
PRODUCT HAS BEEN PURCHASED, PEARjam, amount: 15kg, shop price: 119.69 in week:17 by customer badcc8d5-3fb3-43c3-b658-beb8dea5a912
PRODUCT HAS BEEN PURCHASED, PEARjam, amount: 5kg, shop price: 119.69 in week:17 by customer 61016f7e-f5fd-477d-b2f4-e220c26fc03c
PRODUCT HAS BEEN PURCHASED, PEARjam, amount: 5kg, shop price: 119.69 in week:18 by customer 61016f7e-f5fd-477d-b2f4-e220c26fc03c
PRODUCT HAS BEEN PURCHASED, PEARjam, amount: 10kg, shop price: 119.69 in week:18 by customer 36ec8571-34be-4d6c-97ef-1e52fd0d0999
THE REST OF PRODUCT WAS SPOILED, in week:18


UUID: 8f24255c-ed04-4356-93e0-4b55ebd06309
NEW CROP, OATS, amount: 548kg, in week: 25


UUID: 30ef5358-2132-4957-9068-9303c9e9c519
NEW CROP, SALAD, amount: 795kg, in week: 9


UUID: a96a2d73-50de-4971-8456-cd23f356f3d8
NEW CROP, PLUMS, amount: 454kg, in week: 11
CROPT HAS BEEN SHIPPED, PLUMS, amount: 454kg, in week:11
NEW PRODUCT, PLUMSjam, amount: 385kg, shop price: 120.07 in week:11 by552d2f59-9890-48e8-bbae-07b56d4f926f
PRODUCT HAS BEEN SHIPPED, PLUMSjam, shop price: 120.07 in week:12
PRODUCT HAS BEEN PURCHASED, PLUMSjam, amount: 7kg, shop price: 120.07 in week:12 by customer badcc8d5-3fb3-43c3-b658-beb8dea5a912
PRODUCT HAS BEEN PURCHASED, PLUMSjam, amount: 14kg, shop price: 120.07 in week:12 by customer 51f1e967-36db-4b75-a6e9-fb1fb517f30c
PRODUCT HAS BEEN PURCHASED, PLUMSjam, amount: 10kg, shop price: 120.07 in week:13 by customer badcc8d5-3fb3-43c3-b658-beb8dea5a912
PRODUCT HAS BEEN PURCHASED, PLUMSjam, amount: 5kg, shop price: 120.07 in week:15 by customer 61016f7e-f5fd-477d-b2f4-e220c26fc03c
PRODUCT HAS BEEN PURCHASED, PLUMSjam, amount: 7kg, shop price: 120.07 in week:15 by customer 51f1e967-36db-4b75-a6e9-fb1fb517f30c
PRODUCT HAS BEEN PURCHASED, PLUMSjam, amount: 5kg, shop price: 120.07 in week:16 by customer badcc8d5-3fb3-43c3-b658-beb8dea5a912
PRODUCT HAS BEEN PURCHASED, PLUMSjam, amount: 8kg, shop price: 120.07 in week:16 by customer 51f1e967-36db-4b75-a6e9-fb1fb517f30c
PRODUCT HAS BEEN PURCHASED, PLUMSjam, amount: 13kg, shop price: 120.07 in week:16 by customer 7dfafab9-eeba-4dca-bf4c-d29d55b2f7ac
PRODUCT HAS BEEN PURCHASED, PLUMSjam, amount: 10kg, shop price: 120.07 in week:16 by customer 36ec8571-34be-4d6c-97ef-1e52fd0d0999
PRODUCT HAS BEEN PURCHASED, PLUMSjam, amount: 5kg, shop price: 120.07 in week:17 by customer 61016f7e-f5fd-477d-b2f4-e220c26fc03c
PRODUCT HAS BEEN PURCHASED, PLUMSjam, amount: 9kg, shop price: 120.07 in week:17 by customer 7dfafab9-eeba-4dca-bf4c-d29d55b2f7ac
THE REST OF PRODUCT WAS SPOILED, in week:17


UUID: e3ddb03b-a72b-4843-91ba-123e93e338ba
NEW CROP, RYE, amount: 862kg, in week: 8


UUID: bfd98cb2-93d2-41c0-9edf-4b06640488f1
NEW CROP, BEAN, amount: 839kg, in week: 5


UUID: 1d9c6f66-17fa-4f77-8b80-9a36861b818f
NEW CROP, POPPY, amount: 576kg, in week: 3


UUID: b0f94429-ed95-4d3c-b2b7-4c5ffe7e08b9
NEW CROP, APPLE, amount: 209kg, in week: 25


UUID: 18120d19-2070-42c0-ac7c-da3129cd6c63
NEW CROP, LENTIL, amount: 430kg, in week: 17
CROP HAS BEEN HARVESTED IN WEEK: 26 by bb788b93-b043-416b-88c0-8fc015dc3e31
CROPT HAS BEEN SHIPPED, LENTIL, amount: 430kg, in week:27
NEW PRODUCT, RawLENTIL, amount: 430kg, shop price: 6.0 in week:27 by7e13ae06-9ac1-426f-bc58-1726e61d33e5
PRODUCT HAS BEEN SHIPPED, RawLENTIL, shop price: 6.0 in week:28
PRODUCT HAS BEEN PURCHASED, RawLENTIL, amount: 7kg, shop price: 6.0 in week:28 by customer badcc8d5-3fb3-43c3-b658-beb8dea5a912
PRODUCT HAS BEEN PURCHASED, RawLENTIL, amount: 8kg, shop price: 6.0 in week:28 by customer 7dfafab9-eeba-4dca-bf4c-d29d55b2f7ac
PRODUCT HAS BEEN PURCHASED, RawLENTIL, amount: 10kg, shop price: 6.0 in week:28 by customer 36ec8571-34be-4d6c-97ef-1e52fd0d0999
PRODUCT HAS BEEN PURCHASED, RawLENTIL, amount: 10kg, shop price: 6.0 in week:29 by customer 36ec8571-34be-4d6c-97ef-1e52fd0d0999
PRODUCT HAS BEEN PURCHASED, RawLENTIL, amount: 10kg, shop price: 6.0 in week:30 by customer badcc8d5-3fb3-43c3-b658-beb8dea5a912
PRODUCT HAS BEEN PURCHASED, RawLENTIL, amount: 15kg, shop price: 6.0 in week:30 by customer 7dfafab9-eeba-4dca-bf4c-d29d55b2f7ac
PRODUCT HAS BEEN PURCHASED, RawLENTIL, amount: 10kg, shop price: 6.0 in week:30 by customer 36ec8571-34be-4d6c-97ef-1e52fd0d0999


UUID: 53a66e46-a92b-42bc-8e67-410c564be30f
NEW CROP, SUNFLOWER, amount: 707kg, in week: 25


UUID: ce148737-9a3c-4d84-b09a-73afcbdd962a
NEW CROP, OILSEED, amount: 376kg, in week: 10


UUID: d025b136-9a65-491e-bc2f-0c4ab708c95c
NEW CROP, OATS, amount: 726kg, in week: 10


UUID: b0263f3f-37ab-40d5-90e3-004ce44864da
NEW CROP, GRAPEVINE, amount: 629kg, in week: 5


UUID: dbb03aaf-1bf2-4ca4-8e3f-31c49ed9d308
NEW CROP, POTATO, amount: 246kg, in week: 2


UUID: c06efec2-af8d-4781-9dac-433e9d59310f
NEW CROP, SUNFLOWER, amount: 487kg, in week: 6


UUID: e04dfbfc-7bc6-47ea-b208-90f27ce1ade1
NEW CROP, HEMP, amount: 882kg, in week: 8


UUID: 0e1ea083-2540-45c0-a0b0-0b7539b3800c
NEW CROP, SUNFLOWER, amount: 159kg, in week: 13


UUID: 4985ef33-ce8c-4479-bf12-0e5421081065
NEW CROP, SUGARBEAT, amount: 887kg, in week: 9


UUID: 06a950f0-dd0d-4cbb-ae38-3c259146c4de
NEW CROP, FLEX, amount: 304kg, in week: 29


UUID: 113a25f1-c269-4e27-a03c-bba9a2e04181
NEW CROP, WHEET, amount: 681kg, in week: 20
CROP HAS BEEN HARVESTED IN WEEK: 25 by bb788b93-b043-416b-88c0-8fc015dc3e31


UUID: d620076b-212f-4264-a6a7-36b8cb8b65e6
NEW CROP, HOP, amount: 905kg, in week: 1
CROP HAS BEEN HARVESTED IN WEEK: 3 by fa1d1c7a-8a99-4289-8eaf-e2e9cac89d71


UUID: 117cb2d1-6bbd-4d52-bd03-00f70df9053d
NEW CROP, HOP, amount: 280kg, in week: 23


UUID: 5af98f86-50f4-4dd5-a2d3-5fe119a824b6
NEW CROP, SUNFLOWER, amount: 382kg, in week: 12


UUID: 76292597-9654-47db-ad74-275e7a3d4a52
NEW CROP, PEAR, amount: 817kg, in week: 25


UUID: f4932fb4-29ba-4253-882a-1725975588e1
NEW CROP, LENTIL, amount: 162kg, in week: 10


UUID: 5f2d371e-96f5-4b8e-87b5-1bdead80fcd5
NEW CROP, CUCCUMBER, amount: 982kg, in week: 25


UUID: dae81df5-e7a5-492f-83ba-7112ae79f93d
NEW CROP, BARLEY, amount: 241kg, in week: 11
CROPT HAS BEEN SHIPPED, BARLEY, amount: 241kg, in week:11
NEW PRODUCT, Beer, amount: 60l, shop price: 6.0 in week:11 by7e13ae06-9ac1-426f-bc58-1726e61d33e5
PRODUCT HAS BEEN SHIPPED, Beer, shop price: 6.0 in week:12
PRODUCT HAS BEEN PURCHASED, Beer, amount: 12l, shop price: 6.0 in week:12 by customer 7dfafab9-eeba-4dca-bf4c-d29d55b2f7ac
PRODUCT HAS BEEN PURCHASED, Beer, amount: 10l, shop price: 6.0 in week:12 by customer 36ec8571-34be-4d6c-97ef-1e52fd0d0999
PRODUCT HAS BEEN PURCHASED, Beer, amount: 9l, shop price: 6.0 in week:13 by customer 7dfafab9-eeba-4dca-bf4c-d29d55b2f7ac
PRODUCT HAS BEEN PURCHASED, Beer, amount: 10l, shop price: 6.0 in week:13 by customer 36ec8571-34be-4d6c-97ef-1e52fd0d0999
PRODUCT HAS BEEN PURCHASED, Beer, amount: 14l, shop price: 6.0 in week:14 by customer badcc8d5-3fb3-43c3-b658-beb8dea5a912
PRODUCT WAS SOLD OUT, in week:14


UUID: 9692c0f4-b2ab-46f9-a93e-7a3a4e3c6b72
NEW CROP, SALAD, amount: 641kg, in week: 9


UUID: 1bf4fe0b-1925-44ca-8918-1ac213b8880c
NEW CROP, GRAPEVINE, amount: 915kg, in week: 18
CROP HAS BEEN HARVESTED IN WEEK: 26 by d7a60a24-9c81-4de4-8b6f-8eb7359f8ee9
CROPT HAS BEEN SHIPPED, GRAPEVINE, amount: 915kg, in week:27
NEW PRODUCT, GRAPEVINE, amount: 915kg, shop price: 68.6 in week:27 by552d2f59-9890-48e8-bbae-07b56d4f926f
PRODUCT HAS BEEN SHIPPED, GRAPEVINE, shop price: 68.6 in week:28
PRODUCT HAS BEEN PURCHASED, GRAPEVINE, amount: 8kg, shop price: 68.6 in week:29 by customer badcc8d5-3fb3-43c3-b658-beb8dea5a912
PRODUCT HAS BEEN PURCHASED, GRAPEVINE, amount: 13kg, shop price: 68.6 in week:29 by customer 7dfafab9-eeba-4dca-bf4c-d29d55b2f7ac


UUID: 9316c56e-58f0-4979-8ea3-12b2d9c79ea2
NEW CROP, ONION, amount: 573kg, in week: 12


UUID: 42cf49b2-4840-4721-85eb-721c5fd580bb
NEW CROP, HEMP, amount: 629kg, in week: 12


UUID: ee7d1e15-b311-4c5b-a701-4ef5b2db448b
NEW CROP, CUCCUMBER, amount: 770kg, in week: 4


UUID: 5509e827-0654-4af3-80a0-f3652fdc5916
NEW CROP, CHERRIES, amount: 624kg, in week: 1
CROP HAS BEEN HARVESTED IN WEEK: 4 by 8050f987-9e17-4bb9-92a6-b747df3a28a0
CROPT HAS BEEN SHIPPED, CHERRIES, amount: 624kg, in week:5
NEW PRODUCT, CHERRIESjam, amount: 530kg, shop price: 85.0 in week:5 by7efd85f5-9614-436e-a024-da9b68cfb3c9
PRODUCT HAS BEEN SHIPPED, CHERRIESjam, shop price: 85.0 in week:6
PRODUCT HAS BEEN PURCHASED, CHERRIESjam, amount: 10kg, shop price: 85.0 in week:6 by customer 082ba35f-8675-4a65-88ce-aa19d2dbd43f
PRODUCT HAS BEEN PURCHASED, CHERRIESjam, amount: 10kg, shop price: 85.0 in week:6 by customer 35ece140-dc29-4f03-a63e-cf09d1c78a17
PRODUCT HAS BEEN PURCHASED, CHERRIESjam, amount: 10kg, shop price: 85.0 in week:6 by customer 924b4385-d34d-4643-9297-9ba437fd4c02
PRODUCT HAS BEEN PURCHASED, CHERRIESjam, amount: 5kg, shop price: 85.0 in week:6 by customer c85fe761-13f7-4340-9b3a-34816cb81cb8
PRODUCT HAS BEEN PURCHASED, CHERRIESjam, amount: 10kg, shop price: 85.0 in week:6 by customer 6db4bd33-466c-49ae-82c9-405274dd6cc3
PRODUCT HAS BEEN PURCHASED, CHERRIESjam, amount: 10kg, shop price: 85.0 in week:6 by customer 35f9d570-d8b4-40c3-a05b-b6cb9ea54188
PRODUCT HAS BEEN PURCHASED, CHERRIESjam, amount: 5kg, shop price: 85.0 in week:6 by customer 7c067108-0d0d-46d3-87b1-40f7ccf18ab7
PRODUCT HAS BEEN PURCHASED, CHERRIESjam, amount: 6kg, shop price: 85.0 in week:6 by customer efca471d-e2bd-4c17-b67f-1cc00d55efc9
PRODUCT HAS BEEN PURCHASED, CHERRIESjam, amount: 5kg, shop price: 85.0 in week:6 by customer a0d87b38-82ea-4899-9aea-fc521be05493
PRODUCT HAS BEEN PURCHASED, CHERRIESjam, amount: 10kg, shop price: 85.0 in week:6 by customer 055581db-2768-4be0-ba96-6cfab6d123e5
PRODUCT HAS BEEN PURCHASED, CHERRIESjam, amount: 10kg, shop price: 85.0 in week:6 by customer 4e1b3141-7331-4e78-bcca-02aa6f414e98
PRODUCT HAS BEEN PURCHASED, CHERRIESjam, amount: 10kg, shop price: 85.0 in week:6 by customer fff3c27d-c704-4699-af81-c3c77e29e9ff
PRODUCT HAS BEEN PURCHASED, CHERRIESjam, amount: 10kg, shop price: 85.0 in week:6 by customer 7e4211da-30b8-48c3-9907-9b1df35caea9
PRODUCT HAS BEEN PURCHASED, CHERRIESjam, amount: 11kg, shop price: 85.0 in week:6 by customer 61e335ac-ed32-40e9-b1db-1902fddb3290
PRODUCT HAS BEEN PURCHASED, CHERRIESjam, amount: 10kg, shop price: 85.0 in week:6 by customer d040dc0d-8ec7-4906-abe6-7128a798958e
PRODUCT HAS BEEN PURCHASED, CHERRIESjam, amount: 5kg, shop price: 85.0 in week:6 by customer cb606104-68ad-4acf-adda-dfb61649a18b
PRODUCT HAS BEEN PURCHASED, CHERRIESjam, amount: 6kg, shop price: 85.0 in week:6 by customer 5e4145b8-ad1b-4c57-8409-faafd655f5d7
PRODUCT HAS BEEN PURCHASED, CHERRIESjam, amount: 5kg, shop price: 85.0 in week:6 by customer 20ab8abd-e712-4cbe-bd7b-72a92d075686
PRODUCT HAS BEEN PURCHASED, CHERRIESjam, amount: 13kg, shop price: 85.0 in week:6 by customer becbced8-0ace-4978-bbef-f166034bce83
PRODUCT HAS BEEN PURCHASED, CHERRIESjam, amount: 11kg, shop price: 85.0 in week:6 by customer 662cc495-9000-48a7-a42f-2c590c3bd2ff
PRODUCT HAS BEEN PURCHASED, CHERRIESjam, amount: 14kg, shop price: 85.0 in week:6 by customer d79dc7f8-1559-459d-801e-6da00bfa2010
PRODUCT HAS BEEN PURCHASED, CHERRIESjam, amount: 11kg, shop price: 85.0 in week:6 by customer 96d6a970-8d39-4cf3-975b-481e3c8eae3b
PRODUCT HAS BEEN PURCHASED, CHERRIESjam, amount: 10kg, shop price: 85.0 in week:6 by customer 28b92b4f-0a6f-45ca-8c8c-388f94ce3b5f
PRODUCT HAS BEEN PURCHASED, CHERRIESjam, amount: 10kg, shop price: 85.0 in week:6 by customer 84839e6e-3c16-4b13-86c2-e56ec3069e54
PRODUCT HAS BEEN PURCHASED, CHERRIESjam, amount: 10kg, shop price: 85.0 in week:6 by customer 4ff679cd-d91c-4067-a41c-31bbe4dd84f1
PRODUCT HAS BEEN PURCHASED, CHERRIESjam, amount: 5kg, shop price: 85.0 in week:6 by customer c9ff4490-3024-487f-91fb-47d7861c6793
PRODUCT HAS BEEN PURCHASED, CHERRIESjam, amount: 10kg, shop price: 85.0 in week:6 by customer 23313423-cbeb-4810-9888-9109a901174f
PRODUCT HAS BEEN PURCHASED, CHERRIESjam, amount: 10kg, shop price: 85.0 in week:6 by customer bb518bb2-867b-42b9-b5a4-cc261e5fbff6
PRODUCT HAS BEEN PURCHASED, CHERRIESjam, amount: 10kg, shop price: 85.0 in week:6 by customer 0a619eb9-3041-432a-b8af-10cc50dce9bc
PRODUCT HAS BEEN PURCHASED, CHERRIESjam, amount: 10kg, shop price: 85.0 in week:6 by customer 25e4a9b7-2890-49a5-b07b-e18ba01a81e7
PRODUCT HAS BEEN PURCHASED, CHERRIESjam, amount: 10kg, shop price: 85.0 in week:6 by customer 1ee2232e-4637-478e-a24c-77f99c765148
PRODUCT HAS BEEN PURCHASED, CHERRIESjam, amount: 10kg, shop price: 85.0 in week:6 by customer 9033c223-e647-488b-97b8-f2ef20f64903
PRODUCT HAS BEEN PURCHASED, CHERRIESjam, amount: 12kg, shop price: 85.0 in week:6 by customer 18b5bf75-c401-4b17-965c-d87392397a98
PRODUCT HAS BEEN PURCHASED, CHERRIESjam, amount: 10kg, shop price: 85.0 in week:6 by customer 19db41ce-7c3b-44f7-908e-f7997caf1e3c
PRODUCT HAS BEEN PURCHASED, CHERRIESjam, amount: 10kg, shop price: 85.0 in week:6 by customer dfac7b63-7c61-4302-81d3-65084425194f
PRODUCT HAS BEEN PURCHASED, CHERRIESjam, amount: 5kg, shop price: 85.0 in week:6 by customer 0dffa876-a446-47df-9dfe-57eb032d4a08
